found,as_link,r_link,sid,rid,subject,type
True,True,True,1736,2378,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2375,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2355,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2360,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2359,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2363,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2337,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2336,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2333,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2332,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2344,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2323,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2326,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2327,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2328,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2318,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,2306,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,883,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1736,919,"World War, 1939-1945--Campaigns--Atlantic Ocean",topical
True,True,True,1737,2334,"World War, 1939-1945--Campaigns--Australia",topical
True,True,True,1738,549,"World War, 1939-1945--Campaigns--Europe",topical
True,True,True,1739,670,"World War, 1939-1945--Campaigns--France",topical
True,True,True,1740,546,"World War, 1939-1945--Campaigns--Germany",topical
True,True,True,1740,670,"World War, 1939-1945--Campaigns--Germany",topical
True,True,True,1741,2140,"World War, 1939-1945--Campaigns--Italy",topical
True,True,True,1741,2378,"World War, 1939-1945--Campaigns--Italy",topical
True,True,True,1742,2343,"World War, 1939-1945--Campaigns--Japan",topical
True,True,True,1742,2367,"World War, 1939-1945--Campaigns--Japan",topical
True,True,True,1742,2368,"World War, 1939-1945--Campaigns--Japan",topical
True,True,True,1742,2415,"World War, 1939-1945--Campaigns--Japan",topical
True,True,True,1743,1051,"World War, 1939-1945--Campaigns--Mariana Islands",topical
True,True,True,1743,2230,"World War, 1939-1945--Campaigns--Mariana Islands",topical
True,True,True,1743,2322,"World War, 1939-1945--Campaigns--Mariana Islands",topical
True,True,True,1743,2415,"World War, 1939-1945--Campaigns--Mariana Islands",topical
True,True,True,1744,2411,"World War, 1939-1945--Campaigns--Marshall Islands",topical
True,True,True,1744,2380,"World War, 1939-1945--Campaigns--Marshall Islands",topical
True,True,True,1744,2165,"World War, 1939-1945--Campaigns--Marshall Islands",topical
True,True,True,1744,2336,"World War, 1939-1945--Campaigns--Marshall Islands",topical
True,True,True,1744,648,"World War, 1939-1945--Campaigns--Marshall Islands",topical
True,True,True,1745,2331,"World War, 1939-1945--Campaigns--Mediterranean Sea",topical
True,True,True,1745,2330,"World War, 1939-1945--Campaigns--Mediterranean Sea",topical
True,True,True,1745,2344,"World War, 1939-1945--Campaigns--Mediterranean Sea",topical
True,True,True,1745,2309,"World War, 1939-1945--Campaigns--Mediterranean Sea",topical
True,True,True,1746,2334,"World War, 1939-1945--Campaigns--New Guinea",topical
True,True,True,1746,2389,"World War, 1939-1945--Campaigns--New Guinea",topical
True,True,True,1746,1400,"World War, 1939-1945--Campaigns--New Guinea",topical
True,True,True,1747,908,"World War, 1939-1945--Campaigns--North Atlantic Ocean",topical
True,True,True,1748,615,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,676,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,530,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,907,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,906,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,897,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,918,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,913,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,911,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,909,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,915,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,889,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,880,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,873,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,864,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,852,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,1071,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,2304,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,2273,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1748,2250,"World War, 1939-1945--Campaigns--Pacific Area",topical
True,True,True,1749,933,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2141,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2144,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,1019,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,1016,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,1015,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,1014,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,1025,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,1009,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,1001,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,977,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,976,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,1036,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2246,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2243,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2237,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2238,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2235,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2226,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2230,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2223,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,1100,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2207,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2277,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2307,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2306,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2309,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2310,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2325,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2323,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2322,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2326,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2327,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2329,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2317,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2316,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2318,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2319,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2312,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2314,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2315,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2334,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2336,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2331,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2332,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2344,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
True,True,True,1749,2345,"World War, 1939-1945--Campaigns--Pacific Ocean",topical
